speech_id,keywords,speech_giver,year,topic_label
term19-year1-session036-2,"belediyeler, tapu, kaynak, hizmet, hükümet, çalışma, vatandaş, alan, değer, alkış",Ahmet Fevzi İnceöz,1,
term19-year1-session036-3,"belediyeler, tapu, kaynak, hizmet, vatandaş, hükümet, çalışma, konu, alaka, alkış",Halil Orhan Ergüder,1,
term19-year1-session028-1,"Cemal Tercan, İzmir, Gündem Dışı Konuşma, ANAP, Alkışlar, Meclis, Milletvekili, Gündem, Konu, Tartışma",Cemal Tercan,1,
term19-year1-session028-2,"BağKur, Af, Sağlık ve Sosyal İşler Komisyonu, Meclis, Tasarı, Cezalar, Esnaf, Sanatkâr, Güvence, Prim",Nizamettin Toğuç,1,
term19-year1-session028-3,"H. Uluç Gürkan, Ankara, Meclis, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, temsil, vatandaş",H. Uluç Gürkan,1,
term19-year1-session039-1,"Erman Şahin, Muğla, Devlet Bakanı, Meclis, politika (konuşmada doğrudan kullanılmasa da bağlam gereği dahil edilebilir), tarım (konuşmanın içeriğine dayanarak tahmin edilebilir), kalkınma, yatırım, altyapı, destek",Şah,1,
term19-year1-session029-1,"Çetin, Gaziantep, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sosyal Adalet, Kalkınma",Çet,1,
term19-year1-session029-2,"Gaziantep, TİN, politika, ekonomi, kalkınma, yatırım, altyapı, istihdam, gençlik, gelecek.",Timur Demir,1,
term19-year1-session029-3,"Sovyetler Birliği, Türk cumhuriyetleri, tanıma, örnek, Rusya, Orta Asya, ilişkiler, nükleer başlıklar, ticari ilişkiler, Hollanda, büyükelçiler",Ahmet Fevzi İnceöz,1,
term19-year1-session029-4,"Tımur Demir, İzmir, Meclis, Konuşma, Alkış, ANAP, Politik, Vatandaş, Temsil, Demokrasi",Mustafa Baş,1,
term19-year1-session090-1,"Diyarbakır, TBMM, Mahmut Uyanık, ÖZEP, Politika, Meclis, Temsilci, Konuşma, Halk, Demokrasi",Mahmut Uyanık,1,
term19-year1-session090-2,"Eypü Aşık, Trabzon, Meclis, Sevindirici, Davranış, Uyum, Politika (konu ima ediliyor), Toplantı (mevcut ortamdan anlaşılıyor), Katılım, Konuşma",Eyüp Aşık,1,
term19-year1-session090-3,"Ökkeş Şendiller, Kahramanmaraş, Meclis, Anayasa, Demokrasi, Vatandaş, Hak, Özgürlük, Sosyal Adalet, Kalkınma",Ökkeş Şendiller,1,
term19-year1-session087-1,"Ökkeş Şendiller, Kahramanmaraş, Meclis, konuşmacı, MÇP, alkışlar, politika (konuşmada doğrudan geçmese de bağlamdan anlaşılan), temsil, demokratik süreç, vatandaş katılımı",Ökkeş Şendiller,1,
term19-year1-session087-2,"Güneş Taner, TBMM, İstanbul, ANAP, alkışlar, Sayın, politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler), Meclis, Parlamento.

(Not: Konuşmanın kısa olması",Güneş Taner,1,
term19-year1-session087-3,"çiftçi, borç, Merkez Bankası, rezerv, sahte dolar, ihracat, kapasite kullanımı, işçi çıkarımı, yatırım, işsizlik, genç nüfus.",Oğuzhan Asiltürk,1,
term19-year2-session012-1,"İSMAİL CEM, İstanbul, Meclis, Anayasa, Demokrasi, Reform, Eğitim, Gelecek, Vatandaş, Katılım",İsmail Cem,2,
term19-year2-session012-2,"Cem, İstanbul, Meclis, İSMAİL, Konuşma, TBMM, Siyaset, Toplum, Görüş, Değişim",M. Vehbi Dinçerler,2,
term19-year2-session012-3,"Sinop, Cam Sanayii, Keduang İndustral Ltd., SÖKSA, Kalkınma Bankası, Tekstil Holding, Metin Aşık, Nuri Yönder, Borç, İşçiler",İ. Melih Gökçek,2,
term19-year2-session055-1,"Gümüşhane, Lütfi Doğan, milletvekili, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, toplum, gelecek",Lütfi Doğan,2,
term19-year2-session055-2,"Zeki Nacitarhan, Kars, CHP, Meclis, Konuşma, Alkışlar, Politika (konuşmanın içeriğine dayanarak çıkarılan), Kars (yer), Parlamento (mevcut yapıya dayanarak çıkarılan)",Zeki Nacitarlıhan,2,
term19-year2-session055-3,"çevre, sürdürülebilirlik, iklim değişikliği, enerji, yenilenebilir kaynaklar, yeşil ekonomi, politika yapıcılar, kamuoyu, bilinçlendirme, gelecek nesiller",M. Rauf Ertek,2,
term19-year2-session026-1,"Çetin, Gaziantep, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sosyal Adalet, Kalkınma",Çet,2,
term19-year2-session026-2,"Çetin, Gaziantep, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sosyal Adalet, Kalkınma",Çet,2,
term19-year2-session054-1,"Cemal Şahin, Çorum, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sosyal Adalet, Kalkınma",Cemal Şah,2,
term19-year2-session054-2,"Kastamonu, Murat Başesgioğlu, milletvekili, konuşma, demokrasi, katılım, halk, gelecek, umut, değişim, sorumluluk.",Murat Başeşgioğlu,2,
term19-year2-session054-3,"DYP, SHP, ANAP, alıkış, Meclis, konuşmacı, siyasi parti, demokratik süreç, katılım, temsil",Sırrı Sakık,2,
term19-year2-session013-1,"Kafkaslar, Dış politika, Malatya, Milletvekili, Oğuzhan Asiltürk, Hükümet, Ulusal güvenlik, Türk Cumhuriyetleri, TBMM, Siyaset",Bülent Ecevit,2,
term19-year2-session013-2,"avuşturma, önlem, tespit, genel görüşme, öneri, birleştirme, karar, Meclis, vatandaş, ülke",Avni Akyol,2,
term19-year2-session013-3,"Meclis Araştırması, Komisyon, Görev Süresi, Uzatma, 8.10.1992, Genel Kurul, Önerge, Gündem, Öngörü, Yapılacak İşler",Esat Büt,2,
term19-year2-session037-1,"Mehmet Kahraman, Diyarbakır, Genel Kurul, Bilgi Sunumu, Devlet Bakanı, SHP, DYP, Alkışlar.",Kahraman,2,
term19-year2-session028-1,"Kütahya, Meclis, Milletvekili, Rauf Ertekin, Siyaset, Demokrasi, Vatandaş, Katılım, Gelecek, Umut",M. Rauf Ertek,2,
term19-year2-session028-2,"Refah Partisi, Türkân Akyol, Kadın hakları, Laiklik, Protesto, TV tartışması, Reklam düzenleme, Ahlaksızlık, Ömer Öztürkmen, Türkiye Gazetesi",İ. Melih Gökçek,2,
term19-year2-session028-3,"İbrahim Halil Çelik, Şanlıurfa, Meclis, AK Parti, Hükümet, Ekonomik Büyüme, Sosyal Kalkınma, Halkın İhtiyaçları, Demokrasi, Özgürlük, Gelecek Nesiller. 

(Not: TBMM ve",İbrahim Halil Çelik,2,
term19-year2-session036-1,"Kanun Hükmünde Kararname, Plan ve Bütçe, TBMM, Yükseköğretim, Kültür ve Turizm, Milli Eğitim, Tarım ve Köyişleri, Emekli Sandığı, Polis, Öğrenci",Yıldırım Avcı,2,
term19-year2-session015-1,"Kayseri, Aykut Edibalı, TBMM, Konuşma, Siyaset, Demokrasi, Vatandaş, Temsil, Gelecek, Umut",Aykut Edibali,2,
term19-year2-session015-2,"Engin Güner, İstanbul, Meclis, Konuşma, Söz, Politika, Demokrasi, Temsil, Vatandaş, Katılım. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine, konuşmanın",Engin Güner,2,
term19-year2-session015-3,"AYKUT EDİBALİ, Kayseri, Meclis, Anayasa Mahkemesi, Yargı, Yürütme, Yasama, Kontrol, Denetim, Kamuoyu, Güven",Ahmet Feyzi İnceöz,2,
term19-year2-session064-1,"Refah Partisi, Grup, İmza, Gündemden Çıkarılma, Önergesi, İçtüzük, Parlamento, Siyasi Parti, Meclis, Vatandaş",Sırrı Sakık,2,
term19-year2-session064-2,"Kütahya, Simav, Afyon, Eskişehir, Balıkesir, Kâğıthane, Nevşehir, Açıgöl, Çullar Köyü, Sağlık Bakanlığı, Hazine ve Dış Ticaret Müsteşarlığı",Bahaddin Elçi,2,
term19-year2-session064-3,"Milli Savunma Bakanı, okullar, soru önergesi, eğitim, öğrenci, ayrımcılık, eşitlik, hak, cevap, açıklama, soru.",Ökkeş Şendiller,2,
term19-year2-session063-1,"Çorum, Muharrem Şemsek, milletvekili, ekonomi, enerji, altyapı, yatırım, kalkınma, gelecek, umut, vatandaş",Muharrem Şemsek,2,
term19-year2-session063-2,"Harrem Şemsek, Çorum, Ekonomi, Bütçe, Yatırım, Kalkınma, İş Dünyası, Üretim, Destek, Yenilik",Hasan Mezarci,2,
term19-year2-session063-3,"Ugur Mumcu, cenaze namazı, şeriat, devlet televizyonu, küfür, Atatürk, Millî Eğitim Bakanlığı, İslam Ansiklopedisi, yayın",Eyüp Aşık,2,
term19-year2-session032-1,"lü soru, önergesi, TBMM, geri alma, politika, konu, olay, yer, kişi",Lütfi Doğan,2,
term19-year2-session032-2,"Elazığ, Ahmet Küçükel, anlayış, Meclis, halk, temsil, diyalog, katılım, sorunlar, çözüm.",Halil Orhan Ergüder,2,
term19-year2-session032-3,"ahiyetteki, Meclis araştırması önergesi, Genel Kurul, 8.12.1992, Salı, Hüsamettin Cindoruk, Türkiye Büyük Millet Meclisi, Danışma Kurulu, onay",Ahmet Der,2,
term19-year2-session009-1,"Ökkeş Şendiller, Kahramanmaraş, Meclis, Konuşma, Politika, Toplantı, Temsilci, Vatandaş, Gelecek, Umut",Ökkeş Şendiller,2,
term19-year2-session009-2,"Ökkeş Şendiller, Kahramanmaraş, Meclis, Konuşma, Politika (konu), Zaman (zamanlama/dönem), Değişim, Sorun, Çözüm, Vatanda",Aykut Edibali,2,
term19-year2-session007-1,"Hasan Basri Eler, Edirne, Meclis, Çevre, Sürdürülebilirlik, İklim Değişikliği, Enerji, Yenilenebilir Kaynaklar, Su Kaynakları, Koruma, Politikalar",Hasan Basri Eler,2,
term19-year2-session007-2,"Refik Arslan, Kastamonu, Gündem Dışı, Söz, ANAP, Alkış, Meclis, Konuşma, Politika (konu), Türkiye (yer)",Refik Arslan,2,
term19-year2-session007-3,"Erzurum, TBMM, Abdulilah Fırat, konuşmacı, demokrasi, katılım, toplum, gelecek, umut, değişim, kalkınma.",Abdulliah Fırat,2,
term19-year2-session008-1,"Zeki Nacitarlan, Kars, CHP, alkışlar, Meclis, konuşma, politika (konuşmanın içeriğine dayanarak çıkarılan), Kars halkı, demokratik katılım, temsil",Zeki Nacitarlan,2,
term19-year2-session008-2,"Tarım, Köyişleri, Bakan, Necmettin Cevheri, Şanlıurfa, DYP, Alkışlar, Söz, Meclis, Politik (konuşma bağlamından çıkarılan anahtar kelimeler) 

Not: ""Mecl",Bahaddin Elçi,2,
term19-year2-session008-3,"Kars, Meclis, Vatandaş, Katılım, Demokrasi, Özgürlük, Haklar, Gelecek, Umut, Sorunlar",Hasan Basri Eler,2,
term19-year2-session056-1,"Erdal İnönü, Meclis, İzmir, Devlet Bakanı, Başbakan Yardımcısı, SHP, DYP, Alkışlar, Konuşma, Politikacılar",İnönü,2,
term19-year2-session056-2,"H. Uluç Gürkan, Ankara, TBMM, demokrasi, katılım, ifade özgürlüğü, soru, cevap, vatandaş, temsil",H. Uluç Gürkan,2,
term19-year2-session056-3,"Arap, Cezayir, Diplomat, Baskı, Protesto, Adaletsizlik, Cevap, Ortadoğu, Türkiye, Amerika",Faruk Saydam,2,
term19-year2-session056-4,"Hükümet, İzin, Uçak, Savunma, Savunma Hakları, Irak, Gerilim, Tırmanış, Haber, Bilgi",İbrahim Kumaş,2,
term19-year2-session011-1,"Yücel Seçkiner, Ankara, Meclis, Konuşma, Alkışlar, ANAP, Politikacılar, Tartışma, Demokrasi, Vatandaş",Yücel Seçkiner,2,
term19-year2-session011-2,"Oğuzhan Asiltürk, Malatya, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sorumluluk, Gelecek. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel ter",Oğuzhan Asiltürk,2,
term19-year2-session003-1,"İbrahim Kumaş, Tokat, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sosyal Adalet, Kalkınma",İbrahim Kumaş,2,
term19-year2-session003-2,"İbrahim Kumaş, Meclis, İçtürek, Demokrasi, Hürriyet, Milletvekiller, Konuşma, Meclis Çoğunluğu, Politik Katılım, Yasama Organı.",Alaettin Kurt,2,
term19-year2-session003-3,"İbrahim Kumaş, Meclis, İçtürek, Demokrasi, Hürriyet, Milletvekiller, Konuşma, Meclis Çoğunluğu, Politik Katılım, Yasama Organı.",İlhan Kaya,2,
term19-year2-session023-1,"IŞIN ÇELEBİ, İzmir, Meclis, kadın, eğitim, gençlik, gelecek, fırsat, eşitlik, katılım.",Işın Çelebi,2,
term19-year2-session023-2,"Güneş Taner, IŞIN ÇELEBİ, Başbakan, SELAHATTİN KARADEMİR, Kahramanmaraş, Meclis, İddia, Yanıt, Konuşma, Başbakanlık",Zübeyir Aydar,2,
term19-year2-session023-3,"demokrasi, katılım, diyalog, birlik, gelecek, gençlik, eğitim, adalet, özgürlük, umut",Mustafa Baş,2,
term19-year2-session004-1,"Adnan Kahveci, İstanbul, Meclis, Konu, Belagat, Süre, Alkış, ANAP, Parlamento, Politika (Bu kelimeler istenen kategorilere uymadığı için listeye dahil edilmedi)",Adnan Kahveci,2,
term19-year2-session004-2,"Bosna-Hersek, Katliam, Yardım, Birleşmiş Milletler, IMF, Dünya Bankası, İslam ülkeleri, Silah ambargosu, Türk Musevileri, Katliama terk etmek.",Mahmut Orhon,2,
term19-year2-session010-1,"İbrahim Kumaş, Tokat, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sosyal Adalet, Kalkınma",İbrahim Kumaş,2,
term19-year2-session010-2,"MAŞ, Tokat, Meclis, karar, reform, ekonomi, sosyal adalet, kalkınma, gelecek, vatandaşlar.",Mahmut Kılınç,2,
term19-year2-session010-3,"İbrahim Kumaş, Tokat, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sosyal Adalet, Kalkınma",M. Halûk Müftüler,2,
term19-year2-session057-1,"Malatya, ANAP, Parlamento, Alkışlar, Konuşma, Milletvekili, Gazi Barut, Politika (konuşma bağlamında dolaylı olarak), Meclis (doğrudan bahsedilmemiş ancak TBMM'nin bir parçası olduğu",M. Gazi Barut,2,
term19-year2-session057-2,"Malatya, ANAP, alkışlar, Meclis, gazi barut, milletvekili, konuşma, politika (konuşmanın içeriğine dayanarak çıkarılan), anayasal düzen, temsil",İ. Melih Gökçek,2,
term19-year2-session057-3,"Yekta Bey, gazete, beyanat, Anayasa Mahkemesi, müdahale, tedbir, gerçek, hayret, asılsız, 10 Ocak 1993",Recep Kırış,2,
term19-year2-session005-1,"Burhan Kara, Giresun, Gündem Dışı Konuşma, ANAP, Alkışlar, 5 Dakika, Meclis, Parlamenter, Görüş, Katılım",Burhan Kara,2,
term19-year2-session005-2,"Giresun, Meclis, Halk, Ekonomi, Kalkınma, Tarım, Balıkçılık, Turizm, Sosyal Politikalar, Gelecek",Hasan Mezarci,2,
term19-year2-session005-3,"Haşan Mezarcı, İstanbul, TBMM, konuşma, alıkış, 5 dakika, politika, meclis, temsilci, vatandaş, demokrasi",Tevfik Diker,2,
term19-year2-session025-1,"Türkiye, Avrupa Topluluğu, Karma Parlamento Komisyonu, Eş, Avrupa, Parlamenter, İşbirliği, Diyalog, Avrupa Birliği, Entegrasyon.",Tünç Bilget,2,
term19-year2-session025-2,"Erzurum, TBMM, Oktay Öztürk, milletvekili, konuşma, demokrasi, katılım, toplum, gelecek, umut, değişim.",Oktay Öztürk,2,
term19-year2-session017-1,"Kemelettin Göktaş, Trabzon, TBMM, anayasa, demokrasi, reform, eğitim, sağlık, ekonomi, sosyal adalet.",Kemalettin Göktaş,2,
term19-year2-session017-2,"Muş, Muzaffer Demir, Milletvekili, Toplantı, Konuşma, Demokrasi, Vatandaş, Katılım, Gelecek, Umut",Muzaffer Demir,2,
term19-year2-session017-3,"ekonomi, kalkınma, yatırım, altyapı, tarım, gençlik, eğitim, teknoloji, işbirliği, gelecek. 


**Açıklama:**

Konuşma metninde, Kemalettin Göktaş MP, genel olarak",Ökkeş Şendiller,2,
term19-year2-session033-1,"Hüsamettin Korkutata, Bingöl, Meclis, Konuşma, Alkış, Politika (konuşmanın bağlamından çıkarılabilecek, ancak doğrudan belirtilmeyen), Doğu (Bingöl'ün coğrafi konumu göz önüne",Hüsamettin Korkuıata,2,
term19-year2-session033-2,"İbrahim Gürsoy, İstanbul, Meclis, Anayasa, Demokrasi, Reform, Eğitim, Gelecek, Vatandaş, Katılım. 

(Not: ""TBMM"" ve ""Parlamento"" gibi genel terimler yerine, konuşmanın içeriğine",İbrahim Gürsoy,2,
term19-year2-session033-3,"Kırşehir, TBMM, Koalisyon, Hükümet, Reform, Ekonomik Büyüme, Sosyal Adalet, Vatandaş, Gelecek, Umut",Coşkun Gökalp,2,
term19-year2-session034-1,"İşte verilen konuşmadan çıkarılan 10 anahtar kelime:

Demokrasi, Liderlik, Değişim, Gelecek, Halk, Ülke, Sorumluluk, Karar, Değerler, Umut. 


**",Alparslan Türkeş,2,
term19-year2-session034-2,"Gurhan Çelebican, Halil Orhan Ergüder, İstanbul, ANAP, alkışlar, Meclis, konuşma, politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler), Türkiye Büyük Millet Meclisi (TBMM), milletvekili",Gurhan Çelebican,2,
term19-year2-session034-3,"Kıbrıs, Sorun, Endişe, Ters Sonuçlar, DYP, SHP, Alkışlar.",İbrahim Halil Çelik,2,
term19-year2-session016-1,"Kütahya, M. Rauf Ertekin, Meclis araştırması, Önerge, Genel Kurul, Sözlü soru, Geri alma, Gündem, Öngörüşme, TBMM",Mehmet Sağdıç,2,
term19-year2-session016-2,"okunulmazlık, kaldırma, Başbakanlık, tezkeresi, Anayasa, Adalet Komisyonu, Meclis, karma komisyon, politika, hukuk",Ökkeş Şendiller,2,
term19-year2-session016-3,"anayasa, adalet, komisyon, karma komisyon, meclis, rapor, inceleme, araştırma, yasama, demokratik süreç",Kemalettin Göktaş,2,
term19-year2-session018-1,"İbrahim Kumaş, Tokat, Meclis, Anayasa, Demokrasi, Vatandaş, Haklar, Özgürlük, Sosyal Adalet, Kalkınma",İbrahim Kumaş,2,
term19-year2-session018-2,"Coşkun Gökalp, Kırşehir, TBMM, CHP, alkış, politika, meclis, temsilci, konuşma, fikir",Coşkun Gökalp,2,
term19-year2-session018-3,"Milletvekili, Meclis, Kamuoyu, Kürsü, Başbakan, Genel Görüşme, Sorumluluk, Lobi, Yurt Dışı İşçi, Rezil",Şevket Kazan,2,
term19-year2-session035-1,"İbrahim Yaşar Dedelek, Eskişehir, Meclis, Konuşma, Alkışlar, Politika, Parlamento, Vatandaş, Temsil, Demokrasi",İbrahim Yaşar Dedelek,2,
term19-year2-session035-2,"milletvekili, tezkeresi, kabul, kanun, tasarısı, kararname, değişiklik, bakanlık, kurul, yükseköğretim",Güler İleri,2,
term19-year2-session035-3,"Muharrem Şemsek, Çorum, Gündem Dışı, Söz, Alkış, Meclis, Milletvekili, Konuşma, Politika (konu olarak dolaylı olarak), Türkiye (yer olarak dolaylı olarak)",Muharrem Şemsek,2,
term19-year2-session030-1,"Bartın, Toptan, Milletvekili, Demokrasi, Katılım, Toplum, Gelecek, Umut, Sorunlar, Çözüm",Toptan,2,
term19-year2-session030-2,"Milli Eğitim Bakanı, Köksal Toptan, konuşma, TBMM, eğitim, politika, hükümet, Bartın, alkışlar, söz, bakan",Engin Güner,2,
term19-year2-session030-3,"Öğretmenler Günü, DSP, SHP, Bravo, Alkış, Zabıt, Eğitim, Öğretim, Arkadaşlar, Yararlanma.",Mustafa Baş,2,
term19-year2-session066-1,"Sezgin, Kürsü, Bakan, Aydın, DYP, Alkışlar, İçişleri Bakanı, Politika (konuşmanın içeriğine dayanarak çıkarılan anahtar kelimeler), Meclis (konuşmanın bağlamında dolaylı olarak var)",Sezg,2,
term19-year2-session066-2,"İçişleri Bakanı, İsmet Sezgın, Aydın, DYP, alkışlar, Meclis, hükümet, politika (konuşmada doğrudan kullanılmasa da bağlamdan çıkarılabilir), soru, yanıt",Edip Safder Gaydalı,2,
term19-year2-session066-3,"MİT, Müsteşarlık, antetli kâğıt, fotokopi, imza, GADNA, Heim Barlef, İsrail, Savunma Bakanlığı, Refah Partisi.",Mahmut Alınak,2,
term19-year2-session031-1,"Boşna Hersek, Avrupa, değerler, Hıristiyanlık, ahlak, porno, sex shop, Osmanlı, İslami fundamentalizm, Kuran, özgürlük",İ. Melih Gökçek,2,
term19-year2-session031-2,"Adil Aydın, Antalya, Meclis, Konuşma, Rica, Fade Etmek, Politika (konu), Antlaşmalar (olay), Avrupa Birliği (yer), Ekonomik İşbirliği (konu)",Fahrettin Kurt,2,
term19-year2-session031-3,"Ermeniler, Yardım, Ninniler, Sınırlar, Müslüman Türk Cumhuriyetleri, Makam, Batının Gözü, Ahlaksızlık, İslam Düşmanlığı, Refah Partisi",Servet Turgut,2,
term19-year2-session060-1,"Emin Kul, İstanbul, ANAP, Gündem Dışı, Söz, Milletvekilleri, Alış, Bravo, Alkış, Sayın",Emin Kul,2,
term19-year2-session060-2,"İstanbul, Milletvekili, Emin Kul, Ankara, Meclis, Gündem Dışı, Söz, Alpış, Bravo, Politikacılar, Vatandaşlar",Sırrı Sakık,2,
term19-year2-session060-3,"Faili meçul cinayet, PKK, Bölücülük, Kontrgerilla, Halk, Göç, Devlet, Millet, Güvenlik, Umut",Zeki Ünal,2,
term19-year2-session059-1,"Sezgın (Aydın), Meclis, Anayasa, Demokrasi, Vatandaş, Katılım, Gelecek, Sorunlar, Çözüm, Umut",Sezg,2,
term19-year2-session059-2,"DYP, SHP, alkış, Meclis, muhalefet, hükümet, politika önerisi, demokratik süreç, temsil, vatandaş",Orhan Doğan,2,
term19-year2-session059-3,"Uluç Gürkan, CHP, Ankara, Meclis, Demokrasi, Siyaset, Tartışma, Konuşma, Alkış, Temsilci",Ülkü Güney,2,
term19-year2-session061-1,"Kırşehir, TBMM, Koalisyon, Hükümet, Reform, Ekonomik Büyüme, Sosyal Adalet, Vatandaş, Gelecek, Umut",Coşkun Gökalp,2,
term19-year2-session061-2,"Kur'an Kursu, Yemin, Laik Cumhuriyet, Atatürk, Demokrasi, Çağdaş Düşünce, Meclis, Milletvekili, Sapık Düşünce, Zan",Selim Sadak,2,
term19-year2-session061-3,"Atatürk, Türkiye Büyük Millet Meclisi (TBMM), sövme, soruşturma, demokrasi, cumhuriyet, ulus, düşman, koruma, kınama.",Muhsin Yazıcıoğlu,2,
term20-year2-session088-1,"Kütahya, Mehmet Korkmaz, milletvekili, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, toplum, gelecek, umut.",Mehmet Korkmaz,2,
term20-year2-session088-2,"hayvancılık, darbe, sektör, mikrofon, otomatik cihaz, kapatma, politika (konuşma bağlamında dolaylı olarak), tarım, çiftçi, halk (potansiyel olarak etkilenenler)",Halit Dumankaya,2,
term20-year2-session088-3,"Kütahya, Mehmet Korkmaz, milletvekili, demokrasi, katılım, ifade özgürlüğü, tartışma, karar alma, toplum, gelecek, umut.",Mehmet Slay,2,
term20-year2-session103-1,"Bolu, Mustafa Yünlüoğlu, milletvekili, konuşma, demokrasi, katılım, ifade özgürlüğü, vatandaş, temsil, gelecek, umut.",Mustafa Yünlüoğlu,2,
